+----------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------+--------+-----------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------+--------+-----------------------------------------------------------------------------+
| Mod name                         | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                                  | Exists | Ore Dict keys                                                               |
| Advanced Generators              | advgenerators:turbine_gold                                   |    1028 |    false |    5356 |         0 | Gold Plated Turbine                                           | true   |                                                                             |
| Advanced Generators              | advgenerators:turbine_iron                                   |    1030 |    false |    5363 |         0 | Iron Turbine                                                  | true   |                                                                             |
| Advanced Generators              | advgenerators:turbine_steel                                  |    1027 |    false |    5353 |         0 | Steel Turbine                                                 | true   |                                                                             |
| AgriCraft                        | agricraft:crop                                               |    3037 |    false |         |         0 | Air                                                           | true   |                                                                             |
| AgriCraft                        | agricraft:grate                                              |    3046 |    false |    9491 |         0 | Wooden Grate                                                  | true   |                                                                             |
| AgriCraft                        | agricraft:peripheral                                         |    3039 |    false |    9485 |         0 | Computer Controlled Seed Analyzer                             | true   |                                                                             |
| AgriCraft                        | agricraft:seed_analyzer                                      |    3038 |    false |    9484 |         0 | Seed Analyzer                                                 | true   |                                                                             |
| AgriCraft                        | agricraft:sprinkler                                          |    3045 |    false |    9490 |         0 | Sprinkler                                                     | true   |                                                                             |
| AgriCraft                        | agricraft:water_channel_full                                 |    3043 |    false |    9488 |         0 | Wooden Irrigation Channel                                     | true   |                                                                             |
| AgriCraft                        | agricraft:water_channel_normal                               |    3042 |    false |    9487 |         0 | Wooden Irrigation Channel                                     | true   |                                                                             |
| AgriCraft                        | agricraft:water_channel_valve                                |    3044 |    false |    9489 |         0 | Wooden Channel Valve                                          | true   |                                                                             |
| AgriCraft                        | agricraft:water_pad                                          |    3040 |    false |         |         0 | Air                                                           | true   |                                                                             |
| AgriCraft                        | agricraft:water_tank                                         |    3041 |    false |    9486 |         0 | Wooden Water Tank                                             | true   |                                                                             |
| Albedo Torches                   | albedotorches:black_torch                                    |    1651 |    false |    6199 |         0 | Black Torch                                                   | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:blue_torch                                     |    1647 |    false |    6195 |         0 | Blue Torch                                                    | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:brown_torch                                    |    1648 |    false |    6196 |         0 | Brown Torch                                                   | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:cyan_torch                                     |    1645 |    false |    6193 |         0 | Cyan Torch                                                    | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:gray_torch                                     |    1643 |    false |    6191 |         0 | Gray Torch                                                    | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:green_torch                                    |    1649 |    false |    6197 |         0 | Green Torch                                                   | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:light_blue_torch                               |    1639 |    false |    6187 |         0 | Light Blue Torch                                              | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:lime_torch                                     |    1641 |    false |    6189 |         0 | Lime Torch                                                    | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:magenta_torch                                  |    1638 |    false |    6186 |         0 | Magenta Torch                                                 | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:orange_torch                                   |    1637 |    false |    6185 |         0 | Orange Torch                                                  | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:pink_torch                                     |    1642 |    false |    6190 |         0 | Pink Torch                                                    | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:purple_torch                                   |    1646 |    false |    6194 |         0 | Purple Torch                                                  | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:red_torch                                      |    1650 |    false |    6198 |         0 | Red Torch                                                     | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:silver_torch                                   |    1644 |    false |    6192 |         0 | Silver Torch                                                  | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:white_torch                                    |    1636 |    false |    6184 |         0 | White Torch                                                   | true   | torch                                                                       |
| Albedo Torches                   | albedotorches:yellow_torch                                   |    1640 |    false |    6188 |         0 | Yellow Torch                                                  | true   | torch                                                                       |
| Applied Energistics 2            | appliedenergistics2:cell_workbench                           |    1804 |    false |    6437 |         0 | Cell Workbench                                                | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:charged_quartz_ore                       |    1773 |    false |    6406 |         0 | Charged Certus Quartz Ore                                     | true   | oreCertusQuartz,oreChargedCertusQuartz                                      |
| Applied Energistics 2            | appliedenergistics2:charger                                  |    1793 |    false |    6426 |         0 | Charger                                                       | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:chest                                    |    1802 |    false |    6435 |         0 | ME Chest                                                      | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:chiseled_quartz_block                    |    1777 |    false |    6410 |         0 | Chiseled Certus Quartz Block                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:chiseled_quartz_double_slab              |    1845 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:chiseled_quartz_slab                     |    1844 |    false |    6471 |         0 | Chiseled Certus Quartz Slabs                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:chiseled_quartz_stairs                   |    1829 |    false |    6462 |         0 | Chiseled Certus Quartz Stairs                                 | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:condenser                                |    1806 |    false |    6439 |         0 | Matter Condenser                                              | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:controller                               |    1800 |    false |    6433 |         0 | ME Controller                                                 | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_accelerator                     |    1814 |    false |    6447 |         0 | Crafting Co-Processing Unit                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_monitor                         |    1819 |    false |    6452 |         0 | Crafting Monitor                                              | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_storage_16k                     |    1817 |    false |    6450 |         0 | 16k Crafting Storage                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_storage_1k                      |    1815 |    false |    6448 |         0 | 1k Crafting Storage                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_storage_4k                      |    1816 |    false |    6449 |         0 | 4k Crafting Storage                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_storage_64k                     |    1818 |    false |    6451 |         0 | 64k Crafting Storage                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crafting_unit                            |    1813 |    false |    6446 |         0 | Crafting Unit                                                 | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:crank                                    |    1790 |    false |    6423 |         0 | Wooden Crank                                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:creative_energy_cell                     |    1812 |    false |    6445 |         0 | Creative Energy Cell                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:dense_energy_cell                        |    1811 |     true |    6444 |         0 | Dense Energy Cell                                             | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:dense_energy_cell                        |    1811 |     true |    6444 |         0 | Dense Energy Cell                                             | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:drive                                    |    1801 |    false |    6434 |         0 | ME Drive                                                      | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:energy_acceptor                          |    1807 |    false |    6440 |         0 | Energy Acceptor                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:energy_cell                              |    1810 |     true |    6443 |         0 | Energy Cell                                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:energy_cell                              |    1810 |     true |    6443 |         0 | Energy Cell                                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:fluix_block                              |    1781 |    false |    6414 |         0 | Fluix Block                                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:fluix_double_slab                        |    1841 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:fluix_slab                               |    1840 |    false |    6469 |         0 | Fluix Slabs                                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:fluix_stairs                             |    1827 |    false |    6460 |         0 | Fluix Stairs                                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:grindstone                               |    1789 |    false |    6422 |         0 | Quartz Grindstone                                             | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:inscriber                                |    1791 |    false |    6424 |         0 | Inscriber                                                     | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:interface                                |    1803 |    false |    6436 |         0 | ME Interface                                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:io_port                                  |    1805 |    false |    6438 |         0 | ME IO Port                                                    | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:light_detector                           |    1821 |    false |    6454 |         0 | Light Detecting Fixture                                       | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:molecular_assembler                      |    1820 |    false |    6453 |         0 | Molecular Assembler                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quantum_link                             |    1797 |    false |    6430 |         0 | ME Quantum Link Chamber                                       | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quantum_ring                             |    1796 |    false |    6429 |         0 | ME Quantum Ring                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_block                             |    1775 |    false |    6408 |         0 | Certus Quartz Block                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_double_slab                       |    1843 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_fixture                           |    1780 |    false |    6413 |         0 | Charged Quartz Fixture                                        | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_glass                             |    1778 |    false |    6411 |         0 | Quartz Glass                                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_growth_accelerator                |    1809 |    false |    6442 |         0 | Crystal Growth Accelerator                                    | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_ore                               |    1772 |    false |    6405 |         0 | Certus Quartz Ore                                             | true   | oreCertusQuartz                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_pillar                            |    1776 |    false |    6409 |         0 | Certus Quartz Pillar                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_pillar_double_slab                |    1847 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_pillar_slab                       |    1846 |    false |    6472 |         0 | Certus Quartz Pillar Slabs                                    | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_pillar_stairs                     |    1830 |    false |    6463 |         0 | Certus Quartz Pillar Stairs                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_slab                              |    1842 |    false |    6470 |         0 | Certus Quartz Slabs                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_stairs                            |    1828 |    false |    6461 |         0 | Certus Quartz Stairs                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:quartz_vibrant_glass                     |    1779 |    false |    6412 |         0 | Vibrant Quartz Glass                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:security_station                         |    1795 |    false |    6428 |         0 | ME Security Terminal                                          | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_compass                              |    1788 |    false |    6421 |         0 | Meteorite Compass                                             | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_block                          |    1782 |    false |    6415 |         0 | Sky Stone                                                     | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_brick                          |    1784 |    false |    6417 |         0 | Sky Stone Brick                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_brick_double_slab              |    1837 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_brick_slab                     |    1836 |    false |    6467 |         0 | Sky Stone Brick Slabs                                         | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_brick_stairs                   |    1825 |    false |    6458 |         0 | Sky Stone Brick Stairs                                        | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_chest                          |    1786 |    false |    6419 |         0 | Sky Stone Chest                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_double_slab                    |    1833 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_slab                           |    1832 |    false |    6465 |         0 | Sky Stone Slabs                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_small_brick                    |    1785 |    false |    6418 |         0 | Sky Stone Small Brick                                         | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_small_brick_double_slab        |    1839 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_small_brick_slab               |    1838 |    false |    6468 |         0 | Sky Stone Small Brick Slabs                                   | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_small_brick_stairs             |    1826 |    false |    6459 |         0 | Sky Stone Small Brick Stairs                                  | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:sky_stone_stairs                         |    1823 |    false |    6456 |         0 | Sky Stone Stairs                                              | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:smooth_sky_stone_block                   |    1783 |    false |    6416 |         0 | Sky Stone Block                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:smooth_sky_stone_chest                   |    1787 |    false |    6420 |         0 | Sky Stone Block Chest                                         | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:smooth_sky_stone_double_slab             |    1835 |    false |         |         0 | Air                                                           | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:smooth_sky_stone_slab                    |    1834 |    false |    6466 |         0 | Sky Stone Block Slabs                                         | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:smooth_sky_stone_stairs                  |    1824 |    false |    6457 |         0 | Sky Stone Block Stairs                                        | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:spatial_io_port                          |    1799 |    false |    6432 |         0 | Spatial IO Port                                               | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:spatial_pylon                            |    1798 |    false |    6431 |         0 | Spatial Pylon                                                 | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:tiny_tnt                                 |    1794 |    false |    6427 |         0 | Tiny TNT                                                      | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:vibration_chamber                        |    1808 |    false |    6441 |         0 | Vibration Chamber                                             | true   |                                                                             |
| Applied Energistics 2            | appliedenergistics2:wireless_access_point                    |    1792 |    false |    6425 |         0 | ME Wireless Access Point                                      | true   |                                                                             |
| ArchitectureCraft                | architecturecraft:sawbench                                   |    3065 |    false |    9532 |         0 | Architect's Sawbench                                          | true   |                                                                             |
| ArchitectureCraft                | architecturecraft:shape                                      |    3066 |    false |    9533 |         0 | Architectural Block                                           | true   |                                                                             |
| Artisan Worktables               | artisanworktables:mechanical_toolbox                         |    1852 |    false |    7043 |         0 | Mechanical Toolbox                                            | true   |                                                                             |
| Artisan Worktables               | artisanworktables:toolbox                                    |    1851 |    false |    7042 |         0 | Toolbox                                                       | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         0 | Tailor's Workshop                                             | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         1 | Carpenter's Workshop                                          | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |        10 | Farmer's Workshop                                             | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |        11 | Chef's Workshop                                               | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         2 | Mason's Workshop                                              | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         3 | Blacksmith's Workshop                                         | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         4 | Jeweler's Workshop                                            | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         5 | Basic Workshop                                                | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         6 | Engineer's Workshop                                           | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         7 | Mage's Workshop                                               | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         8 | Scribe's Workshop                                             | true   |                                                                             |
| Artisan Worktables               | artisanworktables:workshop                                   |    1850 |     true |    6513 |         9 | Chemist's Workshop                                            | true   |                                                                             |
